Template Description,Program Type,Template Version,Movie/Show Filmhub SKU,Movie/Show Title,Movie/Show Synopsis,Movie/Show Sales Pitch,Genre,Cast,Director(s),Movie Running Time,Production Year,Country of Origin,Movie Filename,Movie Audio Type,Movie Subtitles/Captions Languages,Movie Subtitles/Captions Types,Movie Subtitles/Captions Filenames,Avail Type(s)
Filmhub CSV Metadata 3.0,Movie,3.0,9999-0003,Sintel,A young woman named Sintel searches for her baby dragon.,High-end open source animation.,Fantasy,Halina Reijn,Colin Levy,15,2010,Netherlands,Sintel.mp4,Surround 5.1,"en, es, fr","subtitles, subtitles, subtitles","sintel_en.srt, sintel_es.srt, sintel_fr.srt",svod
